Experiment Number,file,limit,compressionType,streams,Experiment startTime,logType,operation,statusOfOperation,timestamp,streamNumber
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk28,completed,1707477140.9657118,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk28Transfer,started,1707477140.9657521,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk28Transfer,completed,1707477140.9677088,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk29,started,1707477140.9678886,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk29,completed,1707477140.9915497,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk29Transfer,started,1707477140.9915817,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk29Transfer,completed,1707477140.9936168,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk30,started,1707477140.993747,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk30,completed,1707477141.016342,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk30Transfer,started,1707477141.016374,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk30Transfer,completed,1707477141.018123,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk31,started,1707477141.0182784,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk31,completed,1707477141.041022,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk31Transfer,started,1707477141.0410507,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk31Transfer,completed,1707477141.043239,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk32,started,1707477141.0433292,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk32,completed,1707477141.0673175,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk32Transfer,started,1707477141.067351,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk32Transfer,completed,1707477141.0691395,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk33,started,1707477141.0692594,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk33,completed,1707477141.0921123,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk33Transfer,started,1707477141.0921454,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk33Transfer,completed,1707477141.0944276,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk34,started,1707477141.0945163,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk34,completed,1707477141.1181202,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk34Transfer,started,1707477141.1181555,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk34Transfer,completed,1707477141.1201172,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk35,started,1707477141.1202066,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk35,completed,1707477141.1440103,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk35Transfer,started,1707477141.1440432,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk35Transfer,completed,1707477141.1459115,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk36,started,1707477141.146021,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk36,completed,1707477141.168391,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk36Transfer,started,1707477141.1684139,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk36Transfer,completed,1707477141.1703472,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk37,started,1707477141.1704419,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk37,completed,1707477141.1932642,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk37Transfer,started,1707477141.193296,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk37Transfer,completed,1707477141.1951544,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk38,started,1707477141.1952748,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk38,completed,1707477141.2175639,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk38Transfer,started,1707477141.2175903,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk38Transfer,completed,1707477141.2203557,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk39,started,1707477141.2205956,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk39,completed,1707477141.2433534,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk39Transfer,started,1707477141.2433825,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk39Transfer,completed,1707477141.2450786,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk40,started,1707477141.24516,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk40,completed,1707477141.2677557,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk40Transfer,started,1707477141.267782,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk40Transfer,completed,1707477141.2696784,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk41,started,1707477141.2698007,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk41,completed,1707477141.2927043,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk41Transfer,started,1707477141.2927413,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk41Transfer,completed,1707477141.2949467,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk42,started,1707477141.2950299,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk42,completed,1707477141.317587,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk42Transfer,started,1707477141.3176177,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk42Transfer,completed,1707477141.319449,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk43,started,1707477141.319545,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk43,completed,1707477141.325797,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk43Transfer,started,1707477141.3258176,None
2,Sample,SQL,File,50000rows.sql,104857,info,FileChunk43Transfer,completed,1707477141.327386,None
2,Sample,SQL,File,50000rows.sql,104857,info,migration,completed,1707477141.3277106,None
3,Sample,SQL,File,50000rows.sql,104857,info,migration,started,1707477146.3504546,None
3,Sample,SQL,File,50000rows.sql,104857,info,ReadingFile,started,1707477146.853296,None
3,Sample,SQL,File,50000rows.sql,104857,info,ReadingFile,completed,1707477146.8534272,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk1,started,1707477146.853436,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk1,completed,1707477146.8767216,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk1Transfer,started,1707477146.8767571,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk1Transfer,completed,1707477146.8795192,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk2,started,1707477146.8796067,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk2,completed,1707477146.9025555,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk2Transfer,started,1707477146.9025855,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk2Transfer,completed,1707477146.9051766,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk3,started,1707477146.9052825,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk3,completed,1707477146.928282,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk3Transfer,started,1707477146.9283085,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk3Transfer,completed,1707477146.9304392,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk4,started,1707477146.9305177,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk4,completed,1707477146.9534276,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk4Transfer,started,1707477146.9534523,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk4Transfer,completed,1707477146.9557252,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk5,started,1707477146.9558103,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk5,completed,1707477146.9788196,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk5Transfer,started,1707477146.9788451,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk5Transfer,completed,1707477146.9808729,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk6,started,1707477146.9809518,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk6,completed,1707477147.00389,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk6Transfer,started,1707477147.0039136,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk6Transfer,completed,1707477147.0058231,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk7,started,1707477147.0059018,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk7,completed,1707477147.0289261,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk7Transfer,started,1707477147.0289516,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk7Transfer,completed,1707477147.0307739,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk8,started,1707477147.0308518,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk8,completed,1707477147.053845,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk8Transfer,started,1707477147.0538697,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk8Transfer,completed,1707477147.0560255,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk9,started,1707477147.0561042,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk9,completed,1707477147.0790403,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk9Transfer,started,1707477147.079068,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk9Transfer,completed,1707477147.08093,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk10,started,1707477147.081006,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk10,completed,1707477147.1038992,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk10Transfer,started,1707477147.1039245,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk10Transfer,completed,1707477147.1062267,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk11,started,1707477147.106426,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk11,completed,1707477147.1291168,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk11Transfer,started,1707477147.1291425,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk11Transfer,completed,1707477147.1312056,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk12,started,1707477147.1312795,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk12,completed,1707477147.1539462,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk12Transfer,started,1707477147.1539705,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk12Transfer,completed,1707477147.155704,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk13,started,1707477147.1557841,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk13,completed,1707477147.1783645,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk13Transfer,started,1707477147.17839,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk13Transfer,completed,1707477147.1804006,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk14,started,1707477147.180566,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk14,completed,1707477147.203701,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk14Transfer,started,1707477147.20373,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk14Transfer,completed,1707477147.206032,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk15,started,1707477147.2061095,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk15,completed,1707477147.2284915,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk15Transfer,started,1707477147.2285168,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk15Transfer,completed,1707477147.2310572,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk16,started,1707477147.2311313,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk16,completed,1707477147.2538614,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk16Transfer,started,1707477147.253886,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk16Transfer,completed,1707477147.2563603,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk17,started,1707477147.2565203,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk17,completed,1707477147.2794695,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk17Transfer,started,1707477147.2794962,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk17Transfer,completed,1707477147.2822793,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk18,started,1707477147.2824087,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk18,completed,1707477147.3052008,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk18Transfer,started,1707477147.3052263,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk18Transfer,completed,1707477147.30858,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk19,started,1707477147.3087718,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk19,completed,1707477147.3314238,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk19Transfer,started,1707477147.3314488,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk19Transfer,completed,1707477147.3347948,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk20,started,1707477147.3349612,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk20,completed,1707477147.35786,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk20Transfer,started,1707477147.3578858,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk20Transfer,completed,1707477147.3612096,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk21,started,1707477147.3612964,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk21,completed,1707477147.3838058,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk21Transfer,started,1707477147.3838315,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk21Transfer,completed,1707477147.3872058,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk22,started,1707477147.387358,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk22,completed,1707477147.4098074,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk22Transfer,started,1707477147.4098327,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk22Transfer,completed,1707477147.413023,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk23,started,1707477147.4131057,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk23,completed,1707477147.4357045,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk23Transfer,started,1707477147.435731,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk23Transfer,completed,1707477147.438939,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk24,started,1707477147.4390247,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk24,completed,1707477147.4614267,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk24Transfer,started,1707477147.4614527,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk24Transfer,completed,1707477147.4645138,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk25,started,1707477147.4646852,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk25,completed,1707477147.4873507,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk25Transfer,started,1707477147.4873774,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk25Transfer,completed,1707477147.4903488,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk26,started,1707477147.4905221,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk26,completed,1707477147.513295,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk26Transfer,started,1707477147.5133252,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk26Transfer,completed,1707477147.5155125,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk27,started,1707477147.5155973,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk27,completed,1707477147.538161,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk27Transfer,started,1707477147.5381858,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk27Transfer,completed,1707477147.5401905,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk28,started,1707477147.5403585,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk28,completed,1707477147.563195,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk28Transfer,started,1707477147.56322,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk28Transfer,completed,1707477147.5657258,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk29,started,1707477147.5658169,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk29,completed,1707477147.5886705,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk29Transfer,started,1707477147.5887005,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk29Transfer,completed,1707477147.5914445,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk30,started,1707477147.5916133,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk30,completed,1707477147.6141512,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk30Transfer,started,1707477147.6141775,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk30Transfer,completed,1707477147.616192,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk31,started,1707477147.616308,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk31,completed,1707477147.639041,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk31Transfer,started,1707477147.6390674,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk31Transfer,completed,1707477147.641301,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk32,started,1707477147.641473,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk32,completed,1707477147.664066,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk32Transfer,started,1707477147.6640923,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk32Transfer,completed,1707477147.6659374,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk33,started,1707477147.6660469,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk33,completed,1707477147.688809,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk33Transfer,started,1707477147.6888366,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk33Transfer,completed,1707477147.6917071,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk34,started,1707477147.6918948,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk34,completed,1707477147.7145174,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk34Transfer,started,1707477147.714545,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk34Transfer,completed,1707477147.716449,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk35,started,1707477147.7166195,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk35,completed,1707477147.7398334,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk35Transfer,started,1707477147.7398584,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk35Transfer,completed,1707477147.7423217,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk36,started,1707477147.7425563,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk36,completed,1707477147.7652142,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk36Transfer,started,1707477147.7652404,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk36Transfer,completed,1707477147.7671628,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk37,started,1707477147.767333,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk37,completed,1707477147.7906225,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk37Transfer,started,1707477147.7906482,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk37Transfer,completed,1707477147.7924929,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk38,started,1707477147.7926638,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk38,completed,1707477147.8154123,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk38Transfer,started,1707477147.815441,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk38Transfer,completed,1707477147.8175888,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk39,started,1707477147.8178463,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk39,completed,1707477147.8406405,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk39Transfer,started,1707477147.8406665,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk39Transfer,completed,1707477147.8432486,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk40,started,1707477147.8433316,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk40,completed,1707477147.8658667,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk40Transfer,started,1707477147.8658934,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk40Transfer,completed,1707477147.8679428,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk41,started,1707477147.8681812,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk41,completed,1707477147.8910449,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk41Transfer,started,1707477147.89107,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk41Transfer,completed,1707477147.8933444,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk42,started,1707477147.8934278,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk42,completed,1707477147.9159822,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk42Transfer,started,1707477147.916009,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk42Transfer,completed,1707477147.9178653,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk43,started,1707477147.918078,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk43,completed,1707477147.9248774,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk43Transfer,started,1707477147.9249003,None
3,Sample,SQL,File,50000rows.sql,104857,info,FileChunk43Transfer,completed,1707477147.9271069,None
3,Sample,SQL,File,50000rows.sql,104857,info,migration,completed,1707477147.9274757,None
1,Sample,SQL,File,50000rows.sql,104857,info,fileSplitting,started,1707477155.0005164
1,Sample,SQL,File,50000rows.sql,104857,info,fileSplitting,completed,1707477155.0100439
1,Sample,SQL,File,50000rows.sql,104857,info,migration,started,1707477156.0144444,1
1,Sample,SQL,File,50000rows.sql,104857,info,ReadingFile,started,1707477156.5208488,1
1,Sample,SQL,File,50000rows.sql,104857,info,ReadingFile,completed,1707477156.5210352,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk1,started,1707477156.5210552,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk1,completed,1707477156.5447066,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk1Transfer,started,1707477156.5447292,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk1Transfer,completed,1707477156.547363,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk2,started,1707477156.547451,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk2,completed,1707477156.5703151,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk2Transfer,started,1707477156.570336,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk2Transfer,completed,1707477156.572344,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk3,started,1707477156.572422,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk3,completed,1707477156.595362,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk3Transfer,started,1707477156.5953872,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk3Transfer,completed,1707477156.5972245,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk4,started,1707477156.5973008,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk4,completed,1707477156.6202097,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk4Transfer,started,1707477156.6202302,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk4Transfer,completed,1707477156.6228714,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk5,started,1707477156.6229498,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk5,completed,1707477156.64579,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk5Transfer,started,1707477156.6458108,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk5Transfer,completed,1707477156.647847,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk6,started,1707477156.6479986,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk6,completed,1707477156.670776,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk6Transfer,started,1707477156.6707957,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk6Transfer,completed,1707477156.6726005,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk7,started,1707477156.6726792,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk7,completed,1707477156.6956866,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk7Transfer,started,1707477156.6957154,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk7Transfer,completed,1707477156.6974669,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk8,started,1707477156.697545,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk8,completed,1707477156.7204194,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk8Transfer,started,1707477156.7204404,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk8Transfer,completed,1707477156.722621,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk9,started,1707477156.7226982,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk9,completed,1707477156.7457812,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk9Transfer,started,1707477156.745837,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk9Transfer,completed,1707477156.748005,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk10,started,1707477156.7480984,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk10,completed,1707477156.7708771,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk10Transfer,started,1707477156.7708972,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk10Transfer,completed,1707477156.7727718,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk11,started,1707477156.7728481,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk11,completed,1707477156.7952125,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk11Transfer,started,1707477156.795233,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk11Transfer,completed,1707477156.7970002,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk12,started,1707477156.7970762,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk12,completed,1707477156.819669,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk12Transfer,started,1707477156.8196888,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk12Transfer,completed,1707477156.8214705,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk13,started,1707477156.8215454,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk13,completed,1707477156.844118,1
1,Sample,SQL,File,50000rows.sql,104857,info,FileChunk13Transfer,started,1707477156.8441598,1
